Campaign report
"April 17, 2026 - April 17, 2026"
Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimization score,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Bid strategy type,Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.,Original conv. value
Enabled,DE | Weight Loss Injection | All | PMX,6500.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; limited by budget; most asset groups limited by policy; bidding strategy learning,76.99,Performance Max,"8,483",8.74%,0.89,7508.62,"97,050",Maximize Conversion Value (Target ROAS),"1,777",0.15%,"2,432.23",0.32,12.69,4.23,591.62,"2,432.23"
Enabled,DE | Birth control | All | PMX,391.68, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; bidding strategy constrained; most asset groups limited by policy; bidding strategy learning; Products are excluded,76.71,Performance Max,49,2.78%,2.20,107.94,"1,763",Maximize Conversions (Target CPA),47,0.00%,0.00,0.00,0.00,2.30,0.00,0.00
Enabled,DE | Weight Loss Injection | Mounjaro  | Search | Prospecting,4000.00, --,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; most ads disapproved; some ads limited by policy; ad strength is poor,63.58,Search,130,7.67%,6.42,834.48,"1,694",Maximize Conversions (Target CPA),130,1.54%,485.39,0.58,2.00,6.42,417.24,485.39
Enabled,DE | Hair Loss | All | PMX,440.00, --,Daily,USD,Eligible (Limited),enhanced conversions has setup issues impacting performance; most asset groups limited by policy; bidding strategy learning,87.27,Performance Max,59,2.28%,1.64,96.99,"2,590",Maximize Conversions (Target CPA),58,3.39%,171.98,1.77,2.00,1.67,48.50,171.98
Enabled,"DE | ED | Sildenafil, Tadalafil | Search | Prospecting |",1000.00,DE | DE Share budget & Bid Strategy created on 17/12/2025 10:02,Daily,USD,Eligible (Limited),unknown; enhanced conversions has setup issues impacting performance; some ads disapproved; most ads limited by policy; some sitelinks are disapproved; search volume limited; missing enough relevant keywords,72.51,Search,59,4.71%,2.97,175.39,"1,253",Maximize Conversions (Target CPA),59,6.56%,118.89,0.68,3.87,2.97,45.29,118.89
Paused,DE | Weight Loss Injection | Competitors | All | PMX,50.00, --,Daily,USD,Paused,campaign paused; most asset groups limited by policy, --,Performance Max,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | GLP1 | Search | Prospecting | maxConv,1000.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | ED | Potency medication | Search | Prospecting | maxConv,240.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Smoking cessation | Bupropion | Search | Prospecting | maxConv,120.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,Übergewicht (Frame Landingpage),120.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | tCPA 100,600.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,AT | Birth control | Search | Prospecting | maxConv,300.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Mounjaro - 0825 | Search | Prospecting | maxConv,1200.00, --,Daily,USD,Paused,campaign paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | WL all | Shopping,660.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Target ROAS,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tROAS,1600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Hair loss | Shopping - Test Regaine,120.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | Weight Loss Injection | Wegovy | Shopping,560.00, --,Daily,USD,Paused,unknown; campaign paused; Products are excluded, --,Shopping,0, --,0,0.00,0,Manual CPC,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | Broad,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Mounjaro | Search | Prospecting | max clicks | Test Mounjaro Discount#2,1000.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) test,276.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel | Search | Prospecting | Max Clicks,60.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversion Value (Target ROAS),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | General Weight Loss Injection | GLP1 | Search | Prospecting | tROAS| AB TEST tCPA,780.00, --,Daily,USD,Paused,unknown; campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved; some ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Display | Competitors URLs,60.00, --,Daily,USD,Paused,campaign paused; most ads limited by policy, --,Display,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA,4920.00, --,Daily,USD,Paused,unknown; campaign paused; All ad groups paused; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | WL | Saxenda | Search | Prospecting | CPC,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,CPC (enhanced),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) Sildenafil - Test #2,24.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All keywords paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,DE | ED | Cialis | Search | Prospecting | tCPA 100,600.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Viagra | Search | Prospecting | tCPA,1044.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Kapsel | - | Search | Prospecting | Max Clicks,120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | ED | Sildenafil | Search | Prospecting | tCPA AB Test - maxCPC setting,4920.00, --,Daily,USD,Ended,unknown; campaign ended; All ads paused; some ads disapproved; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Potenzmittel / potency medication | Search | Prospecting | tCPA,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Birth control | Search | Prospecting | weekend | maxClick,240.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | ED | Sildenafil | Search | Prospecting | [Exact],120.00, --,Daily,USD,Paused,campaign paused; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize clicks,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Paused,(old) DE | Weight Loss Injection | Semaglutid | Search | Prospecting | tCPA | Test LP,300.00, --,Daily,USD,Paused,campaign paused; campaign ended; All ad groups paused; All ads paused; most ads disapproved, --,Search,0, --,0,0.00,0,Maximize Conversions (Target CPA),0,0.00%,0.00,0.00,0.00,0,0.00,0.00
Enabled,(old) DE | Weight Loss Injection | Wegovy | Search | Prospecting | tCPA | AB test new structure,1600.00, --,Daily,USD,Ended,campaign ended; All ad groups paused; All ads paused; most ads limited by policy, --,Search,0, --,0,0.00,0,Target CPA,0,0.00%,0.00,0.00,0.00,0,0.00,0.00
